sample	FusionName	celltype_final	tot_cells_w_fusion	frac_fusion_cells	LeftBreakpoint	RightBreakpoint	ctat.LR.fusion	FusionInspector	STAR.Fusion	annots
Patient2_Tum	MIR4435-1HG--DARS	HGSOC	21	1	chr2:111494881:-	chr2:135911405:-	1	NA	NA	MIR4435-1HG--DARS:INTRACHROMOSOMAL[chr2:24.41Mb];;(recip)DARS--MIR4435-1HG:INTRACHROMOSOMAL[chr2:24.41Mb]
Patient2_Tum	MIR4435-1HG--DARS	HGSOC	21	1	chr2:111494885:-	chr2:135933990:-	1	NA	NA	MIR4435-1HG--DARS:INTRACHROMOSOMAL[chr2:24.41Mb];;(recip)DARS--MIR4435-1HG:INTRACHROMOSOMAL[chr2:24.41Mb]
Patient2_Tum	SPATS2--TRA2B	HGSOC	21	1	chr12:49461037:+	chr3:185931852:-	21	10	6	SPATS2--TRA2B:INTERCHROMOSOMAL[chr12--chr3];;(recip)TRA2B--SPATS2:INTERCHROMOSOMAL[chr3--chr12]
Patient2_Tum	CBL--KMT2A	HGSOC	16	1	chr11:119232695:+	chr11:118480174:+	15	NA	NA	CBL--KMT2A:[CBL:FoundationOne_panel,CBL:ArcherDX_panel,CBL:Oncogene];[KMT2A:Oncogene,KMT2A:FoundationOne_panel,KMT2A:ArcherDX_panel];INTRACHROMOSOMAL[chr11:0.68Mb];;(recip)KMT2A--CBL:[KMT2A:Oncogene,KMT2A:FoundationOne_panel,KMT2A:ArcherDX_panel];[CBL:FoundationOne_panel,CBL:ArcherDX_panel,CBL:Oncogene];[Mitelman,ChimerKB,Cosmic];INTRACHROMOSOMAL[chr11:0.68Mb]
Patient2_Tum	CBL--KMT2A	HGSOC	16	1	chr11:119232695:+	chr11:118481715:+	1	NA	NA	CBL--KMT2A:[CBL:FoundationOne_panel,CBL:ArcherDX_panel,CBL:Oncogene];[KMT2A:Oncogene,KMT2A:FoundationOne_panel,KMT2A:ArcherDX_panel];INTRACHROMOSOMAL[chr11:0.68Mb];;(recip)KMT2A--CBL:[KMT2A:Oncogene,KMT2A:FoundationOne_panel,KMT2A:ArcherDX_panel];[CBL:FoundationOne_panel,CBL:ArcherDX_panel,CBL:Oncogene];[Mitelman,ChimerKB,Cosmic];INTRACHROMOSOMAL[chr11:0.68Mb]
Patient2_Tum	PLXNB2--DENND6B	HGSOC	14	1	chr22:50294719:-	chr22:50319003:-	9	NA	NA	PLXNB2--DENND6B:[DepMap2023,TCGA_StarF2019,CCLE_StarF2019];INTRACHROMOSOMAL[chr22:0.00Mb];LOCAL_REARRANGEMENT:-:[1403];;(recip)DENND6B--PLXNB2:INTRACHROMOSOMAL[chr22:0.00Mb];NEIGHBORS[1403]
Patient2_Tum	PLXNB2--DENND6B	HGSOC	14	1	chr22:50294726:-	chr22:50319003:-	6	NA	NA	PLXNB2--DENND6B:[DepMap2023,TCGA_StarF2019,CCLE_StarF2019];INTRACHROMOSOMAL[chr22:0.00Mb];LOCAL_REARRANGEMENT:-:[1403];;(recip)DENND6B--PLXNB2:INTRACHROMOSOMAL[chr22:0.00Mb];NEIGHBORS[1403]
Patient2_Tum	RP11-96H19.1--RP11-446N19.1	HGSOC	14	1	chr12:46387972:+	chr12:46652390:+	13	8	NA	RP11-96H19.1--RP11-446N19.1:[DepMap2023];INTRACHROMOSOMAL[chr12:0.12Mb];;(recip)RP11-446N19.1--RP11-96H19.1:INTRACHROMOSOMAL[chr12:0.12Mb]
Patient2_Tum	RMND5B--NHP2	HGSOC	12	0.857142857142857	chr5:178149680:+	chr5:178153830:-	2	NA	NA	RMND5B--NHP2:[RMND5B:Oncogene];INTRACHROMOSOMAL[chr5:0.00Mb];NEIGHBORS_OVERLAP:+:-:[1105];;(recip)NHP2--RMND5B:[RMND5B:Oncogene];INTRACHROMOSOMAL[chr5:0.00Mb];NEIGHBORS_OVERLAP:-:+:[1105]
Patient2_Tum	RMND5B--NHP2	HGSOC	12	0.857142857142857	chr5:178149688:+	chr5:178153828:-	1	NA	NA	RMND5B--NHP2:[RMND5B:Oncogene];INTRACHROMOSOMAL[chr5:0.00Mb];NEIGHBORS_OVERLAP:+:-:[1105];;(recip)NHP2--RMND5B:[RMND5B:Oncogene];INTRACHROMOSOMAL[chr5:0.00Mb];NEIGHBORS_OVERLAP:-:+:[1105]
Patient2_Tum	RMND5B--NHP2	HGSOC	12	0.857142857142857	chr5:178149655:+	chr5:178149642:-	NA	10	NA	RMND5B--NHP2:[RMND5B:Oncogene];INTRACHROMOSOMAL[chr5:0.00Mb];NEIGHBORS_OVERLAP:+:-:[1105];;(recip)NHP2--RMND5B:[RMND5B:Oncogene];INTRACHROMOSOMAL[chr5:0.00Mb];NEIGHBORS_OVERLAP:-:+:[1105]
Patient2_Tum	DEK--CASC17	HGSOC	11	1	chr6:18249578:-	chr17:71185655:-	11	NA	NA	DEK--CASC17:[DEK:Oncogene];INTERCHROMOSOMAL[chr6--chr17];;(recip)CASC17--DEK:[DEK:Oncogene];INTERCHROMOSOMAL[chr17--chr6]
Patient2_Tum	SLC7A6--ELMO3	HGSOC	11	1	chr16:68275249:+	chr16:67202397:+	6	NA	NA	SLC7A6--ELMO3:INTRACHROMOSOMAL[chr16:1.06Mb];;(recip)ELMO3--SLC7A6:INTRACHROMOSOMAL[chr16:1.06Mb]
Patient2_Tum	SLC7A6--ELMO3	HGSOC	11	1	chr16:68275249:+	chr16:67202176:+	2	NA	NA	SLC7A6--ELMO3:INTRACHROMOSOMAL[chr16:1.06Mb];;(recip)ELMO3--SLC7A6:INTRACHROMOSOMAL[chr16:1.06Mb]
Patient2_Tum	SLC7A6--ELMO3	HGSOC	11	1	chr16:68266721:+	chr16:67202176:+	1	NA	NA	SLC7A6--ELMO3:INTRACHROMOSOMAL[chr16:1.06Mb];;(recip)ELMO3--SLC7A6:INTRACHROMOSOMAL[chr16:1.06Mb]
Patient2_Tum	SLC7A6--ELMO3	HGSOC	11	1	chr16:68266721:+	chr16:67202397:+	1	NA	NA	SLC7A6--ELMO3:INTRACHROMOSOMAL[chr16:1.06Mb];;(recip)ELMO3--SLC7A6:INTRACHROMOSOMAL[chr16:1.06Mb]
Patient2_Tum	SLC7A6--ELMO3	HGSOC	11	1	chr16:68273904:+	chr16:67203808:+	1	NA	NA	SLC7A6--ELMO3:INTRACHROMOSOMAL[chr16:1.06Mb];;(recip)ELMO3--SLC7A6:INTRACHROMOSOMAL[chr16:1.06Mb]
Patient2_Tum	RP11-855A2.2--BPTF	HGSOC	10	1	chr17:67822409:+	chr17:67945409:+	10	NA	NA	RP11-855A2.2--BPTF:INTRACHROMOSOMAL[chr17:0.00Mb];NEIGHBORS_OVERLAP:+:+:[2138];;(recip)BPTF--RP11-855A2.2:INTRACHROMOSOMAL[chr17:0.00Mb];NEIGHBORS_OVERLAP:+:+:[2138]
Patient2_Tum	CTD-2008L17.1--RP11-456O19.2	HGSOC	8	1	chr18:55893442:+	chr18:56096075:+	5	6	4	CTD-2008L17.1--RP11-456O19.2:[DepMap2023];INTRACHROMOSOMAL[chr18:0.02Mb];NEIGHBORS[18613];;(recip)RP11-456O19.2--CTD-2008L17.1:INTRACHROMOSOMAL[chr18:0.02Mb];LOCAL_REARRANGEMENT:+:[18613]
Patient2_Tum	CTD-2008L17.1--RP11-456O19.2	HGSOC	8	1	chr18:55893442:+	chr18:56050080:+	NA	4	1	CTD-2008L17.1--RP11-456O19.2:[DepMap2023];INTRACHROMOSOMAL[chr18:0.02Mb];NEIGHBORS[18613];;(recip)RP11-456O19.2--CTD-2008L17.1:INTRACHROMOSOMAL[chr18:0.02Mb];LOCAL_REARRANGEMENT:+:[18613]
Patient2_Tum	TRIM23--RP11-454P21.1	HGSOC	8	1	chr5:65596421:-	chr5:17769909:+	7	NA	NA	TRIM23--RP11-454P21.1:INTRACHROMOSOMAL[chr5:47.63Mb];;(recip)RP11-454P21.1--TRIM23:INTRACHROMOSOMAL[chr5:47.63Mb]
Patient2_Tum	TRIM23--RP11-454P21.1	HGSOC	8	1	chr5:65604911:-	chr5:17852606:+	1	NA	NA	TRIM23--RP11-454P21.1:INTRACHROMOSOMAL[chr5:47.63Mb];;(recip)RP11-454P21.1--TRIM23:INTRACHROMOSOMAL[chr5:47.63Mb]
Patient2_Tum	WDR59--AARS	HGSOC	8	1	chr16:74903947:-	chr16:70271972:-	8	4	4	WDR59--AARS:INTRACHROMOSOMAL[chr16:4.58Mb];;(recip)AARS--WDR59:INTRACHROMOSOMAL[chr16:4.58Mb]
Patient2_Tum	DUXAP10--LA16c-60G3.6	HGSOC	7	1	chr14:19062466:+	chr22:15557275:+	7	NA	NA	DUXAP10--LA16c-60G3.6:INTERCHROMOSOMAL[chr14--chr22];;(recip)LA16c-60G3.6--DUXAP10:INTERCHROMOSOMAL[chr22--chr14]
Patient2_Tum	HOOK2--JUNB	T.NK.cells	5	0.833333333333333	chr19:12791944:-	chr19:12759203:-	1	NA	NA	HOOK2--JUNB:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:-:+:[1819];;(recip)JUNB--HOOK2:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:+:-:[1819]
Patient2_Tum	HOOK2--JUNB	T.NK.cells	5	0.833333333333333	chr19:12791953:-	chr19:12759211:-	1	NA	NA	HOOK2--JUNB:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:-:+:[1819];;(recip)JUNB--HOOK2:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:+:-:[1819]
Patient2_Tum	HOOK2--JUNB	T.NK.cells	5	0.833333333333333	chr19:12791962:-	chr19:12758962:-	1	NA	NA	HOOK2--JUNB:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:-:+:[1819];;(recip)JUNB--HOOK2:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:+:-:[1819]
Patient2_Tum	HOOK2--JUNB	T.NK.cells	5	0.833333333333333	chr19:12792045:-	chr19:12759115:-	1	NA	NA	HOOK2--JUNB:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:-:+:[1819];;(recip)JUNB--HOOK2:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:+:-:[1819]
Patient2_Tum	HOOK2--JUNB	T.NK.cells	5	0.833333333333333	chr19:12792303:-	chr19:12758556:-	1	NA	NA	HOOK2--JUNB:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:-:+:[1819];;(recip)JUNB--HOOK2:[JUNB:Oncogene];INTRACHROMOSOMAL[chr19:0.00Mb];NEIGHBORS_OVERLAP:+:-:[1819]
Patient3_Tum	CBLC--CTC-232P5.1	HGSOC	14	0.875	chr19:44784401:+	chr19:6012120:+	11	6	4	CBLC--CTC-232P5.1:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb];;(recip)CTC-232P5.1--CBLC:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb]
Patient3_Tum	CBLC--CTC-232P5.1	HGSOC	14	0.875	chr19:44784417:+	chr19:6012120:+	8	3	3	CBLC--CTC-232P5.1:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb];;(recip)CTC-232P5.1--CBLC:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb]
Patient3_Tum	CBLC--CTC-232P5.1	HGSOC	14	0.875	chr19:44781051:+	chr19:6012120:+	6	2	1	CBLC--CTC-232P5.1:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb];;(recip)CTC-232P5.1--CBLC:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb]
Patient3_Tum	CBLC--CTC-232P5.1	HGSOC	14	0.875	chr19:44781363:+	chr19:6012120:+	3	1	1	CBLC--CTC-232P5.1:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb];;(recip)CTC-232P5.1--CBLC:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb]
Patient3_Tum	CBLC--CTC-232P5.1	HGSOC	14	0.875	chr19:44778284:+	chr19:6012120:+	1	NA	NA	CBLC--CTC-232P5.1:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb];;(recip)CTC-232P5.1--CBLC:[CBLC:Oncogene];INTRACHROMOSOMAL[chr19:38.76Mb]
Patient3_Tum	SNRNP70--ZIK1	HGSOC	7	0.875	chr19:49098704:+	chr19:57590011:+	7	NA	NA	SNRNP70--ZIK1:INTRACHROMOSOMAL[chr19:8.47Mb];;(recip)ZIK1--SNRNP70:INTRACHROMOSOMAL[chr19:8.47Mb]
